NAICS_2022_Code,NAICS_2022_Title,ISIC_Rev4_Code,ISIC_Rev4_Title,NACE_Rev2_Code,NACE_Rev2_Title,NACE_Rev21_Code,NACE_Rev21_Title,Mapping_Path,Mapping_Notes,NAICS_Partial,ISIC_Partial,NACE_Partial,NACE_Mapping_Type,NACE_Correspondence_Type,NACE_Common_Content,Mapping_Quality
"111110","Soybean Farming","111","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals, other than rice, leguminous crops and oil seeds","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.11 is mapped to NACE Rev. 2.1 class  01.11","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111120","Oilseed (except Soybean) Farming","111","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals, other than rice, leguminous crops and oil seeds","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.11 is mapped to NACE Rev. 2.1 class  01.11","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111130","Dry Pea and Bean Farming","111","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals, other than rice, leguminous crops and oil seeds","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.11 is mapped to NACE Rev. 2.1 class  01.11","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111140","Wheat Farming","111","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals, other than rice, leguminous crops and oil seeds","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.11 is mapped to NACE Rev. 2.1 class  01.11","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111150","Corn Farming","111","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals, other than rice, leguminous crops and oil seeds","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.11 is mapped to NACE Rev. 2.1 class  01.11","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111160","Rice Farming","112","Growing of rice","01.12","Growing of rice","01.12","Growing of rice","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.12 is mapped to NACE Rev. 2.1 class  01.12","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111191","Oilseed and Grain Combination Farming","111","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals, other than rice, leguminous crops and oil seeds","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.11 is mapped to NACE Rev. 2.1 class  01.11","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111199","All Other Grain Farming","111","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals, other than rice, leguminous crops and oil seeds","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.11 is mapped to NACE Rev. 2.1 class  01.11","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111211","Potato Farming","113","Growing of vegetables and melons, roots and tubers","01.13","Growing of vegetables and melons, roots and tubers","01.13","Growing of vegetables and melons, roots and tubers","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.13 is mapped to NACE Rev. 2.1 class  01.13","3:3","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111219","Other Vegetable (except Potato) and Melon Farming","113","Growing of vegetables and melons, roots and tubers","01.13","Growing of vegetables and melons, roots and tubers","01.13","Growing of vegetables and melons, roots and tubers","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","except kale, mangold wurzel, and pepper farming | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.13 is mapped to NACE Rev. 2.1 class  01.13","3:3","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111219","Other Vegetable (except Potato) and Melon Farming","119","Growing of other non-perennial crops","01.19","Growing of other non-perennial crops","01.13","Growing of vegetables and melons, roots and tubers","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","kale, mangold wurzel, etc. farming | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.19 is mapped to NACE Rev. 2.1 classes  01.13, 01.19","3:3","- growing of roots and tubers, e.g.:
  • swedes and mangolds","inferred"
"111219","Other Vegetable (except Potato) and Melon Farming","119","Growing of other non-perennial crops","01.19","Growing of other non-perennial crops","01.19","Growing of other non-perennial crops","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","kale, mangold wurzel, etc. farming | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.19 is mapped to NACE Rev. 2.1 classes  01.13, 01.19","3:3","- growing of clover, alfalfa, sainfoin, maize, lupines, other grasses, fodder kale and similar crops forage products 
- growing of beet seeds and seeds of forage plants
- growing of flowers
- cutting of flowers and flower buds
- growing of flower seeds
- growing of perennial flowers and other ornamental plants","inferred"
"111219","Other Vegetable (except Potato) and Melon Farming","128","Growing of spices, aromatic, drug and pharmaceutical crops","01.28","Growing of spices, aromatic, drug and pharmaceutical crops","01.13","Growing of vegetables and melons, roots and tubers","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","pepper farming (e.g., bell, chili, red, green) | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.28 is mapped to NACE Rev. 2.1 classes  01.13, 01.28","3:3","- growing of chillies, peppers (Capsicum spp.)","inferred"
"111219","Other Vegetable (except Potato) and Melon Farming","128","Growing of spices, aromatic, drug and pharmaceutical crops","01.28","Growing of spices, aromatic, drug and pharmaceutical crops","01.28","Growing of spices, aromatic, drug and pharmaceutical crops","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","pepper farming (e.g., bell, chili, red, green) | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.28 is mapped to NACE Rev. 2.1 classes  01.13, 01.28","3:3","- growing of perennial and non-perennial spices and aromatic crops:
  • pepper (Piper spp.)
  • nutmeg, mace and cardamoms
  • anise, badian and fennel as spice or aromatic plant
  • cinnamon (Canella)
  • cloves
  • ginger
  • vanilla
  • hops
  • caraway
- growing of drug and narcotic crops
- sun drying of spices and aromatic, drug and pharmaceutical plants when associated with the growing of the plants","inferred"
"111310","Orange Groves","123","Growing of citrus fruits","01.23","Growing of citrus fruits","01.23","Growing of citrus fruits","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.23 is mapped to NACE Rev. 2.1 class  01.23","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111320","Citrus (except Orange) Groves","123","Growing of citrus fruits","01.23","Growing of citrus fruits","01.23","Growing of citrus fruits","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.23 is mapped to NACE Rev. 2.1 class  01.23","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111331","Apple Orchards","124","Growing of pome fruits and stone fruits","01.24","Growing of pome fruits and stone fruits","01.24","Growing of pome fruits and stone fruits","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.24 is mapped to NACE Rev. 2.1 class  01.24","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111332","Grape Vineyards","121","Growing of grapes","01.21","Growing of grapes","01.21","Growing of grapes","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.21 is mapped to NACE Rev. 2.1 class  01.21","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111333","Strawberry Farming","125","Growing of other tree and bush fruits and nuts","01.25","Growing of other tree and bush fruits and nuts","01.25","Growing of other tree and bush fruits and nuts","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.25 is mapped to NACE Rev. 2.1 class  01.25","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111334","Berry (except Strawberry) Farming","125","Growing of other tree and bush fruits and nuts","01.25","Growing of other tree and bush fruits and nuts","01.25","Growing of other tree and bush fruits and nuts","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.25 is mapped to NACE Rev. 2.1 class  01.25","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111335","Tree Nut Farming","125","Growing of other tree and bush fruits and nuts","01.25","Growing of other tree and bush fruits and nuts","01.25","Growing of other tree and bush fruits and nuts","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","except nuts used chiefly for oil extraction | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.25 is mapped to NACE Rev. 2.1 class  01.25","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111335","Tree Nut Farming","126","Growing of oleaginous fruits","01.26","Growing of oleaginous fruits","01.26","Growing of oleaginous fruits","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","nuts used chiefly for oil extraction including tung nuts | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.26 is mapped to NACE Rev. 2.1 class  01.26","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111336","Fruit and Tree Nut Combination Farming","12","Growing of perennial crops","12","Manufacture of tobacco products","12","Manufacture of tobacco products","NAICS→ISIC→NACE2→NACE2.1","",false,true,false,"NACE Rev. 2 division  12 is mapped to NACE Rev. 2.1 division  12","1:1","","direct"
"111339","Other Noncitrus Fruit Farming","122","Growing of tropical and subtropical fruits","01.22","Growing of tropical and subtropical fruits","01.22","Growing of tropical and subtropical fruits","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","banana and other tropical or subtropical fruit farming | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.22 is mapped to NACE Rev. 2.1 class  01.22","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111339","Other Noncitrus Fruit Farming","124","Growing of pome fruits and stone fruits","01.24","Growing of pome fruits and stone fruits","01.24","Growing of pome fruits and stone fruits","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","growing of apricots, peaches, cherries and other stone or pome fruits | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.24 is mapped to NACE Rev. 2.1 class  01.24","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111339","Other Noncitrus Fruit Farming","125","Growing of other tree and bush fruits and nuts","01.25","Growing of other tree and bush fruits and nuts","01.25","Growing of other tree and bush fruits and nuts","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","other noncitrus fruit seed growing | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.25 is mapped to NACE Rev. 2.1 class  01.25","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111339","Other Noncitrus Fruit Farming","126","Growing of oleaginous fruits","01.26","Growing of oleaginous fruits","01.26","Growing of oleaginous fruits","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","growing of olives and coconuts and other oleaginous fruits | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.26 is mapped to NACE Rev. 2.1 class  01.26","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111339","Other Noncitrus Fruit Farming","127","Growing of beverage crops","01.27","Growing of beverage crops","01.27","Growing of beverage crops","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","growing coffee  | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.27 is mapped to NACE Rev. 2.1 class  01.27","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111411","Mushroom Production","113","Growing of vegetables and melons, roots and tubers","01.13","Growing of vegetables and melons, roots and tubers","01.13","Growing of vegetables and melons, roots and tubers","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.13 is mapped to NACE Rev. 2.1 class  01.13","3:3","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111419","Other Food Crops Grown Under Cover","113","Growing of vegetables and melons, roots and tubers","01.13","Growing of vegetables and melons, roots and tubers","01.13","Growing of vegetables and melons, roots and tubers","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","growing melons, vegetables, etc. under cover | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.13 is mapped to NACE Rev. 2.1 class  01.13","3:3","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111419","Other Food Crops Grown Under Cover","122","Growing of tropical and subtropical fruits","01.22","Growing of tropical and subtropical fruits","01.22","Growing of tropical and subtropical fruits","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","tropical and subtropical fruit grown under cover | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.22 is mapped to NACE Rev. 2.1 class  01.22","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111419","Other Food Crops Grown Under Cover","128","Growing of spices, aromatic, drug and pharmaceutical crops","01.28","Growing of spices, aromatic, drug and pharmaceutical crops","01.13","Growing of vegetables and melons, roots and tubers","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","herbs and ginseng grown under cover | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.28 is mapped to NACE Rev. 2.1 classes  01.13, 01.28","3:3","- growing of chillies, peppers (Capsicum spp.)","inferred"
"111419","Other Food Crops Grown Under Cover","128","Growing of spices, aromatic, drug and pharmaceutical crops","01.28","Growing of spices, aromatic, drug and pharmaceutical crops","01.28","Growing of spices, aromatic, drug and pharmaceutical crops","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","herbs and ginseng grown under cover | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.28 is mapped to NACE Rev. 2.1 classes  01.13, 01.28","3:3","- growing of perennial and non-perennial spices and aromatic crops:
  • pepper (Piper spp.)
  • nutmeg, mace and cardamoms
  • anise, badian and fennel as spice or aromatic plant
  • cinnamon (Canella)
  • cloves
  • ginger
  • vanilla
  • hops
  • caraway
- growing of drug and narcotic crops
- sun drying of spices and aromatic, drug and pharmaceutical plants when associated with the growing of the plants","inferred"
"111421","Nursery and Tree Production","129","Growing of other perennial crops","01.29","Growing of other perennial crops","01.29","Growing of other perennial crops","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","short rotation tree farming (such as Christmas trees) | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.29 is mapped to NACE Rev. 2.1 class  01.29","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111421","Nursery and Tree Production","130","Plant propagation","01.30","Plant propagation","01.30","Plant propagation","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","except short rotation tree farming (such as Christmas tree farms) | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.30 is mapped to NACE Rev. 2.1 class  01.30","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111422","Floriculture Production","119","Growing of other non-perennial crops","01.19","Growing of other non-perennial crops","01.13","Growing of vegetables and melons, roots and tubers","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.19 is mapped to NACE Rev. 2.1 classes  01.13, 01.19","3:3","- growing of roots and tubers, e.g.:
  • swedes and mangolds","inferred"
"111422","Floriculture Production","119","Growing of other non-perennial crops","01.19","Growing of other non-perennial crops","01.19","Growing of other non-perennial crops","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.19 is mapped to NACE Rev. 2.1 classes  01.13, 01.19","3:3","- growing of clover, alfalfa, sainfoin, maize, lupines, other grasses, fodder kale and similar crops forage products 
- growing of beet seeds and seeds of forage plants
- growing of flowers
- cutting of flowers and flower buds
- growing of flower seeds
- growing of perennial flowers and other ornamental plants","inferred"
"111910","Tobacco Farming","115","Growing of tobacco","01.15","Growing of tobacco","01.15","Growing of tobacco","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.15 is mapped to NACE Rev. 2.1 class  01.15","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111920","Cotton Farming","116","Growing of fibre crops","01.16","Growing of fibre crops","01.16","Growing of fibre crops","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.16 is mapped to NACE Rev. 2.1 class  01.16","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111930","Sugarcane Farming","114","Growing of sugar cane","01.14","Growing of sugar cane","01.14","Growing of sugar cane","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.14 is mapped to NACE Rev. 2.1 class  01.14","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111940","Hay Farming","119","Growing of other non-perennial crops","01.19","Growing of other non-perennial crops","01.13","Growing of vegetables and melons, roots and tubers","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.19 is mapped to NACE Rev. 2.1 classes  01.13, 01.19","3:3","- growing of roots and tubers, e.g.:
  • swedes and mangolds","inferred"
"111940","Hay Farming","119","Growing of other non-perennial crops","01.19","Growing of other non-perennial crops","01.19","Growing of other non-perennial crops","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.19 is mapped to NACE Rev. 2.1 classes  01.13, 01.19","3:3","- growing of clover, alfalfa, sainfoin, maize, lupines, other grasses, fodder kale and similar crops forage products 
- growing of beet seeds and seeds of forage plants
- growing of flowers
- cutting of flowers and flower buds
- growing of flower seeds
- growing of perennial flowers and other ornamental plants","inferred"
"111991","Sugar Beet Farming","113","Growing of vegetables and melons, roots and tubers","01.13","Growing of vegetables and melons, roots and tubers","01.13","Growing of vegetables and melons, roots and tubers","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.13 is mapped to NACE Rev. 2.1 class  01.13","3:3","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111992","Peanut Farming","111","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals, other than rice, leguminous crops and oil seeds","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","  | Mapping via zero-padded",false,true,false,"NACE Rev. 2 class  01.11 is mapped to NACE Rev. 2.1 class  01.11","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111998","All Other Miscellaneous Crop Farming","111","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals (except rice), leguminous crops and oil seeds","01.11","Growing of cereals, other than rice, leguminous crops and oil seeds","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","field crops, n.e.c.; and combinations of grains, cereal crops, and other similar crops  | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.11 is mapped to NACE Rev. 2.1 class  01.11","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111998","All Other Miscellaneous Crop Farming","116","Growing of fibre crops","01.16","Growing of fibre crops","01.16","Growing of fibre crops","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","sisal, abaca, and other textile fibers | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.16 is mapped to NACE Rev. 2.1 class  01.16","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111998","All Other Miscellaneous Crop Farming","12","Growing of perennial crops","12","Manufacture of tobacco products","12","Manufacture of tobacco products","NAICS→ISIC→NACE2→NACE2.1","ISIC group level link - combinations of fruit, nut, beverage and spice crops, based on primary",true,true,false,"NACE Rev. 2 division  12 is mapped to NACE Rev. 2.1 division  12","1:1","","direct"
"111998","All Other Miscellaneous Crop Farming","127","Growing of beverage crops","01.27","Growing of beverage crops","01.27","Growing of beverage crops","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","tea and mate growing | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.27 is mapped to NACE Rev. 2.1 class  01.27","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111998","All Other Miscellaneous Crop Farming","128","Growing of spices, aromatic, drug and pharmaceutical crops","01.28","Growing of spices, aromatic, drug and pharmaceutical crops","01.13","Growing of vegetables and melons, roots and tubers","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","spice crop production | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.28 is mapped to NACE Rev. 2.1 classes  01.13, 01.28","3:3","- growing of chillies, peppers (Capsicum spp.)","inferred"
"111998","All Other Miscellaneous Crop Farming","128","Growing of spices, aromatic, drug and pharmaceutical crops","01.28","Growing of spices, aromatic, drug and pharmaceutical crops","01.28","Growing of spices, aromatic, drug and pharmaceutical crops","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","spice crop production | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.28 is mapped to NACE Rev. 2.1 classes  01.13, 01.28","3:3","- growing of perennial and non-perennial spices and aromatic crops:
  • pepper (Piper spp.)
  • nutmeg, mace and cardamoms
  • anise, badian and fennel as spice or aromatic plant
  • cinnamon (Canella)
  • cloves
  • ginger
  • vanilla
  • hops
  • caraway
- growing of drug and narcotic crops
- sun drying of spices and aromatic, drug and pharmaceutical plants when associated with the growing of the plants","inferred"
"111998","All Other Miscellaneous Crop Farming","129","Growing of other perennial crops","01.29","Growing of other perennial crops","01.29","Growing of other perennial crops","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","natural rubber latex; growing maple trees for the harvest of maple sap | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.29 is mapped to NACE Rev. 2.1 class  01.29","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111998","All Other Miscellaneous Crop Farming","150","Mixed farming","01.50","Mixed farming","01.50","Mixed farming","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","combinations of crops, livestock, and animal specialties (primarily but less than 66% crops) | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  01.50 is mapped to NACE Rev. 2.1 class  01.50","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111998","All Other Miscellaneous Crop Farming","230","Gathering of non-wood forest products","02.30","Gathering of wild growing non-wood products","02.30","Gathering of wild growing non-wood products","NAICS→ISIC→NACE2→NACE2.1 (zero-padded)","gathering maple sap in the wild | Mapping via zero-padded",true,true,false,"NACE Rev. 2 class  02.30 is mapped to NACE Rev. 2.1 class  02.30","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","inferred"
"111998","All Other Miscellaneous Crop Farming","1072","Manufacture of sugar","10.81","Manufacture of sugar","10.81","Manufacture of sugar","NAICS→ISIC→NACE2→NACE2.1","maple sugars and syrups produced in a separate central facility ",true,true,false,"NACE Rev. 2 class  10.81 is mapped to NACE Rev. 2.1 class  10.81","1:1","the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class","direct"
"112111","Beef Cattle Ranching and Farming","141","Raising of cattle and buffaloes","14.1","Manufacture of wearing apparel, except fur apparel","14.1","Manufacture of knitted and crocheted apparel","NAICS→ISIC→NACE2→NACE2.1"," ",false,true,false,"NACE Rev. 2 group  14.1 is mapped to NACE Rev. 2.1 groups  14.1, 14.2","3:2","","direct"
"112111","Beef Cattle Ranching and Farming","141","Raising of cattle and buffaloes","14.1","Manufacture of wearing apparel, except fur apparel","14.2","Manufacture of other wearing apparel and accessories","NAICS→ISIC→NACE2→NACE2.1"," ",false,true,false,"NACE Rev. 2 group  14.1 is mapped to NACE Rev. 2.1 groups  14.1, 14.2","3:2","","direct"
"112112","Cattle Feedlots","141","Raising of cattle and buffaloes","14.1","Manufacture of wearing apparel, except fur apparel","14.1","Manufacture of knitted and crocheted apparel","NAICS→ISIC→NACE2→NACE2.1"," ",false,true,false,"NACE Rev. 2 group  14.1 is mapped to NACE Rev. 2.1 groups  14.1, 14.2","3:2","","direct"
"112112","Cattle Feedlots","141","Raising of cattle and buffaloes","14.1","Manufacture of wearing apparel, except fur apparel","14.2","Manufacture of other wearing apparel and accessories","NAICS→ISIC→NACE2→NACE2.1"," ",false,true,false,"NACE Rev. 2 group  14.1 is mapped to NACE Rev. 2.1 groups  14.1, 14.2","3:2","","direct"
"112120","Dairy Cattle and Milk Production","141","Raising of cattle and buffaloes","14.1","Manufacture of wearing apparel, except fur apparel","14.1","Manufacture of knitted and crocheted apparel","NAICS→ISIC→NACE2→NACE2.1"," ",false,true,false,"NACE Rev. 2 group  14.1 is mapped to NACE Rev. 2.1 groups  14.1, 14.2","3:2","","direct"
"112120","Dairy Cattle and Milk Production","141","Raising of cattle and buffaloes","14.1","Manufacture of wearing apparel, except fur apparel","14.2","Manufacture of other wearing apparel and accessories","NAICS→ISIC→NACE2→NACE2.1"," ",false,true,false,"NACE Rev. 2 group  14.1 is mapped to NACE Rev. 2.1 groups  14.1, 14.2","3:2","","direct"
"112130","Dual-Purpose Cattle Ranching and Farming","141","Raising of cattle and buffaloes","14.1","Manufacture of wearing apparel, except fur apparel","14.1","Manufacture of knitted and crocheted apparel","NAICS→ISIC→NACE2→NACE2.1","null set for U.S. ",false,true,false,"NACE Rev. 2 group  14.1 is mapped to NACE Rev. 2.1 groups  14.1, 14.2","3:2","","direct"
"112130","Dual-Purpose Cattle Ranching and Farming","141","Raising of cattle and buffaloes","14.1","Manufacture of wearing apparel, except fur apparel","14.2","Manufacture of other wearing apparel and accessories","NAICS→ISIC→NACE2→NACE2.1","null set for U.S. ",false,true,false,"NACE Rev. 2 group  14.1 is mapped to NACE Rev. 2.1 groups  14.1, 14.2","3:2","","direct"
